Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
Rinac India,Import & Export ,30,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,86,437,4,3,9
Malpani Group,Power ,130,4.3,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,86,461,3,2,4
Mitel,Telecom ,52,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security",86,11000,12,1,18
Banas Dairy,Food Processing ,55,4.1,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal,86,339,2,3,10
Energo Engineering Projects,Engineering & Construction ,37,4.0,Work Life Balance,"Salary & Benefits, Promotions / Appraisal",86,331,3,1,9
Banas Dairy,Food Processing ,55,4.1,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal,86,339,2,3,10
Pritam International,Consumer Electronics & Appliances ,24,3.6,Skill Development / Learning,"Company Culture, Work Satisfaction, Job Security",86,531,6,17,9
Reserve Bank Information Technology,IT Services & Consulting ,8,3.7,Work Life Balance,Promotions / Appraisal,86,916,17,15,15
Oerlikon Balzers,Metals & Mining ,30,3.9,"Job Security, Salary & Benefits",Promotions / Appraisal,86,574,2,5,13
Sakthi Finance,Financial Services ,69,4.3,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,85,457,2,6,12
Unique Pharmaceutical Laboratories,Pharma ,37,4.3,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,85,622,1,3,13
Simeio Solutions,IT Services & Consulting ,15,3.5,Skill Development / Learning,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",85,904,8,4,12
V2soft,IT Services & Consulting ,26,4.0,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Job Security",85,956,8,38,11
Sun Business Solutions,IT Services & Consulting ,14,4.1,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",85,327,2,10,15
Futures First info Services,Financial Services ,20,3.8,Salary & Benefits,"Job Security, Work Life Balance, Promotions / Appraisal",85,783,54,10,14
ICE Data Services,Financial Services ,24,3.4,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",85,714,9,14,15
Metro Brands,Fashion & Textile ,77,3.9,Work Life Balance,Promotions / Appraisal,85,544,4,12,8
Trellix,Hardware & Networking ,2,3.5,Work Life Balance,"Job Security, Promotions / Appraisal, Work Satisfaction",85,627,5,12,4
SOTI,Software Product ,29,3.5,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",84,1000,7,14,14
Apicore Pharmaceuticals,Pharma ,18,3.7,"Job Security, Company Culture, Work Life Balance",Salary & Benefits,84,551,3,1,18
Princeware,Petrochemicals ,46,3.8,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Job Security",84,535,3,1,6
Besmak Components,Auto Components ,30,4.1,"Skill Development / Learning, Work Satisfaction","Work Life Balance, Salary & Benefits, Promotions / Appraisal",84,537,3,3,9
Vegrow,Internet ,4,4.2,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,84,363,4,4,9
Experian,IT Services & Consulting ,18,3.7,Company Culture,"Promotions / Appraisal, Work Satisfaction",84,11000,7,87,9
Asian Institute of Gastroenterology,Healthcare ,30,4.4,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,84,423,2,4,5
Euronet Global Development Center,FinTech ,30,3.8,Job Security,Promotions / Appraisal,84,746,9,26,10
Lister Technologies,IT Services & Consulting ,24,3.7,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,83,844,2,12,11
Teemage Precast In,Engineering & Construction ,13,4.0,Skill Development / Learning,Salary & Benefits,83,487,2,5,14
Lister Technologies,IT Services & Consulting ,24,3.7,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,83,844,2,12,11
Teemage Precast In,Engineering & Construction ,13,4.0,Skill Development / Learning,Salary & Benefits,83,487,2,5,14
Commerce Pundit,IT Services & Consulting ,15,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",83,557,5,2,13
Turing,Internet ,6,3.6,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,83,560,12,138,5
Seagate,Hardware & Networking ,17,3.2,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",83,748,4,18,15
RELX Group,Internet ,31,4.0,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,83,434,3,36,6
Knack Systems,IT Services & Consulting ,26,3.6,"Work Life Balance, Salary & Benefits","Job Security, Skill Development / Learning",82,589,2,5,11
Shrinath Rotopack,Packaging ,24,4.2,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",82,405,3,1,9
Clinic Dermatech,Beauty & Personal Care ,18,3.6,Skill Development / Learning,"Salary & Benefits, Job Security, Promotions / Appraisal",82,381,1,14,7
Vasu Healthcare,Healthcare ,44,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,82,475,1,2,7
Classteacher Learning System,EdTech ,25,3.8,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,82,235,1,5,4
Multi Commodity Exchange of India,Financial Services ,21,3.4,Job Security,"Skill Development / Learning, Promotions / Appraisal, Company Culture",82,760,3,3,11
Shri Ram Murti Smarak Institute of Medical Sciences,Education & Training ,34,4.0,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Job Security",82,230,3,44,9
The Digital Group Infotech,IT Services & Consulting ,25,3.9,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,82,754,5,33,4
Khosla Profil,Fashion & Textile ,45,3.4,Salary & Benefits,"Company Culture, Work Satisfaction, Promotions / Appraisal",81,480,5,1,5
Garuda Polyflex Foods,FMCG ,12,4.0,"Salary & Benefits, Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",81,235,4,2,13
Europ Assistance India,Insurance ,17,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",81,455,9,2,5
Prabha Industries,Chemicals ,54,3.8,"Job Security, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,81,539,3,1,7
Colan Infotech,IT Services & Consulting ,15,4.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",81,923,9,35,18
Doctors for you,Non-Profit ,17,4.1,"Work Life Balance, Skill Development / Learning, Company Culture","Job Security, Promotions / Appraisal",81,364,8,3,12
Optimize IT Systems,IT Services & Consulting ,14,3.9,Company Culture,Promotions / Appraisal,81,588,9,33,16
Garuda Polyflex Foods,FMCG ,12,4.0,"Salary & Benefits, Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",81,235,4,2,13
Cello,Retail ,57,3.6,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance",81,441,1,15,10
Royal Cyber,IT Services & Consulting ,11,3.9,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",81,975,6,15,4
ATC India Tower Corporation,Telecom ,17,4.4,"Work Life Balance, Company Culture, Skill Development / Learning",Job Security,81,379,3,7,19
NNE,Engineering & Construction ,28,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",81,704,6,10,13
Pearl Academy,Education & Training ,31,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,81,479,4,13,9
iPlaceUSA,Recruitment ,18,3.9,"Salary & Benefits, Promotions / Appraisal",Job Security,80,417,3,1,18
AJ Hospital and Research Centre,Healthcare ,23,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",80,331,3,11,6
Anglo-French Drugs & Industries,Pharma ,101,3.8,Company Culture,"Promotions / Appraisal, Job Security",80,411,5,1,4
Transdyne IT Services,IT Services & Consulting ,22,3.4,"Job Security, Company Culture, Work Life Balance",Salary & Benefits,80,246,7,6,15
Gainwell Technologies,IT Services & Consulting ,15,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,80,762,5,44,8
Conde Nast India,Printing & Publishing ,17,3.5,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",80,1000,5,23,16
ProProfs,Software Product ,14,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",80,467,3,39,11
Via.com,Media & Entertainment ,19,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture",80,451,2,15,6
Galderma,Healthcare ,43,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal",80,287,1,10,11
IG Infotech India,IT Services & Consulting ,20,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,80,625,8,24,14
Trinity Touch,Electrical Equipment ,26,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,80,597,1,22,11
SAL STEEL,Iron & Steel ,21,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",80,508,3,6,10
Renishaw,Industrial Automation ,51,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,79,568,9,2,13
Tiwana Oil Mills,Food Processing ,25,4.0,Skill Development / Learning,"Promotions / Appraisal, Job Security, Work Life Balance",79,269,3,2,9
Mgm Hospital,Healthcare ,7,4.1,"Skill Development / Learning, Job Security","Salary & Benefits, Promotions / Appraisal",79,401,3,1,10
Fourth Dimension Technologies,IT Services & Consulting ,35,3.9,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",79,672,8,7,8
Sumitomo Mitsui Banking Corporation,Financial Services ,23,2.7,Job Security,"Work Satisfaction, Company Culture, Skill Development / Learning",79,679,6,28,12
Delhi Integrated Multi Modal Transit System,Urban Transport ,18,3.9,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",79,456,4,2,10
Fourth Dimension Technologies,IT Services & Consulting ,35,3.9,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",79,672,8,7,8
Andhra Petrochemicals,Chemicals / Agri Inputs ,40,3.9,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",79,346,3,1,7
Goqii,Fitness & Wellness ,10,3.6,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Job Security",79,335,3,16,5
iTech India,IT Services & Consulting ,21,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",79,557,2,22,8
Shiv Nadar University,Education & Training ,13,4.3,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,79,564,4,4,13
Tiwana Oil Mills,Food Processing ,25,4.0,Skill Development / Learning,"Promotions / Appraisal, Job Security, Work Life Balance",79,269,3,2,9
Mgm Hospital,Healthcare ,7,4.1,"Skill Development / Learning, Job Security","Salary & Benefits, Promotions / Appraisal",79,401,3,1,10
Renishaw,Industrial Automation ,51,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,79,568,9,2,13
Mindbody,IT Services & Consulting ,23,3.4,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",79,630,6,32,10
Planit Testing India,IT Services & Consulting ,27,3.6,Skill Development / Learning,"Promotions / Appraisal, Company Culture",79,1000,7,9,17
CoinDCX,Emerging Technologies ,7,3.7,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",79,650,15,38,11
Sartorius Stedim India,Biotechnology ,33,4.2,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",79,666,5,33,15
Dynamic Engineering,Industrial Machinery ,42,3.7,Skill Development / Learning,"Promotions / Appraisal, Job Security, Company Culture",78,511,1,1,10
ARCOP Associates,Architecture & Interior Design ,54,4.0,"Job Security, Skill Development / Learning","Work Life Balance, Promotions / Appraisal",78,269,2,1,9
Cornerstone OnDemand,Software Product ,25,3.9,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal",78,1000,9,25,7
IMS Learning Resources,Education & Training ,47,3.8,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",78,600,5,9,6
Information Evolution,IT Services & Consulting ,17,3.5,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",78,601,8,3,2
Pan Seeds,Agriculture ,49,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",77,293,9,4,13
Carestream Health,Healthcare ,17,3.8,Company Culture,"Promotions / Appraisal, Job Security",77,422,7,1,10
Pan Seeds,Agriculture ,49,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",77,293,9,4,13
Mahindra Powerol,Industrial Machinery ,23,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,77,453,3,1,6
Realistic Realtors,Real Estate ,26,3.9,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,77,423,1,27,5
Mahindra Powerol,Industrial Machinery ,23,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,77,453,3,1,6
Swarovski India,Jewellery ,129,3.9,"Skill Development / Learning, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",77,377,4,4,15
Swarovski India,Jewellery ,129,3.9,"Skill Development / Learning, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",77,377,4,4,15
DNV,Management Consulting ,160,4.1,"Work Life Balance, Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal",77,389,5,7,5
Flender,Industrial Machinery ,125,4.0,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,77,552,7,11,12
Lexmark International,IT Services & Consulting ,33,3.7,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,76,508,4,17,9
Winsome Textile Industries,Fashion & Textile ,34,4.3,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,76,462,5,3,18
Gia India Laboratory,Jewellery ,93,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,76,379,5,1,7
Presto Stantest,Industrial Machinery ,42,3.9,"Company Culture, Skill Development / Learning",Promotions / Appraisal,76,289,2,1,8
Winsome Textile Industries,Fashion & Textile ,34,4.3,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,76,462,5,3,18
Gia India Laboratory,Jewellery ,93,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,76,379,5,1,7
Smiths Detection,Defence & Aerospace ,74,3.4,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",76,558,7,4,6
Coupa Software Inc,IT Services & Consulting ,18,3.9,"Salary & Benefits, Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",76,782,13,19,9
Seshasayee Paper & Boards,Pulp & Paper ,64,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",75,336,3,1,6
Popular Hyundai,Retail ,20,3.9,Company Culture,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",75,293,3,9,3
Symbiosis International University,Education & Training ,53,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",75,495,13,15,4
Seshasayee Paper & Boards,Pulp & Paper ,64,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",75,336,3,1,6
Zenith Software,IT Services & Consulting ,28,4.4,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,75,581,4,1,3
IT Convergence,IT Services & Consulting ,14,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",75,847,4,9,9
Popular Hyundai,Retail ,20,3.9,Company Culture,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",75,293,3,9,3
Symbiosis International University,Education & Training ,53,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",75,495,13,15,4
Fair Exports,Import & Export ,34,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",75,584,2,1,6
CRY - Child Rights and You,Non-Profit ,45,4.2,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,75,330,2,23,9
Institute of Liver & Biliary Sciences,Education & Training ,15,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,75,389,2,1,9
CRY - Child Rights and You,Non-Profit ,45,4.2,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,75,330,2,23,9
ESRI India Technologies,IT Services & Consulting ,28,3.8,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,75,453,2,1,6
Institutional Shareholder Services,Analytics & KPO ,39,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",75,807,11,49,8
